pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"SCF ubiquitin ligase complex"	0.828924162257496	1	0.048505983646947	0.318683727825725	0.696326753737553	11	Afu6g13030 Afu2g09240 Afu2g03170 Afu5g05790 Afu5g09200 Afu5g06060 Afu2g14110
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	0.916083916083916	1	0.0567672387487446	-0.265320689303559	-0.576786056796972	8	Afu3g06700 Afu7g02000 Afu3g06030 Afu2g14110 Afu5g06060 Afu5g09200 Afu5g05790 Afu2g09240
"SLIK (SAGA-like) complex"	0.68609865470852	1	0.0687943095604775	-0.355080212902899	-0.809025302691317	10	Afu1g14030 Afu4g12650 Afu6g12710 Afu2g06060 Afu6g08350
"SNAP receptor activity"	0.245862884160757	1	0.134273452883202	-0.618540272868828	-1.23383666892943	6	Afu6g04150 Afu4g09520
"SWI/SNF complex"	0.915371329879102	1	0.0430173196927508	0.299520848200632	0.565765057868901	6	Afu5g06330 Afu3g11380 Afu7g05510 Afu2g16840 Afu5g12190
"Swr1 complex"	0.971223021582734	1	0.0421619430092452	0.237327893931668	0.499748724957988	10	Afu4g09820 Afu7g02370 Afu4g10540 Afu4g07380 Afu1g16610 Afu2g05620 Afu5g01950 Afu4g04420 Afu4g10730 Afu2g06110
"TOR signaling"	0.235431235431235	1	0.136490437780413	-0.565887966178498	-1.23019538905056	8	Afu3g10920 Afu4g04020 Afu6g11470 Afu5g11780 Afu6g12170
"TRAPPII protein complex"	0.199029126213592	1	0.153158808683073	-0.623776508972268	-1.28843297931417	7	Afu2g15080 Afu7g02270 Afu6g05220 Afu2g08720 Afu5g05970 Afu6g04840 Afu5g12880
"U1 snRNP"	0.0988505747126437	1	0.216542836735348	-0.620205393936383	-1.44112697959985	11	Afu8g04960 Afu5g12910 Afu5g11930 Afu7g05980 Afu2g15500 Afu2g05110 Afu6g09010 Afu2g09800 Afu4g09010 Afu5g13480
"U2 snRNP"	0.577669902912621	1	0.0817515582532145	-0.350488879825348	-0.893343038401596	17	Afu8g04960 Afu5g12910 Afu7g05980 Afu1g10920 Afu2g15500 Afu2g05110 Afu5g11000
"U2-type prespliceosome"	0.216019417475728	1	0.14641623786055	-0.612220246756138	-1.26456310101209	7	Afu8g04960 Afu5g12910 Afu7g05980 Afu6g09010
"U2-type spliceosomal complex"	0.902325581395349	1	0.0573667426768556	-0.250613645939493	-0.600593114117777	13	Afu1g03820 Afu5g07720 Afu1g10920 Afu4g04350 Afu4g11830
"U4/U6 x U5 tri-snRNP complex"	0.0603248259860789	1	0.282013350011725	-0.587402301067275	-1.53182244929892	18	Afu5g12570 Afu2g15210 Afu8g04960 Afu5g12910 Afu1g14290 Afu7g04280 Afu7g05980 Afu2g05950 Afu4g10420 Afu2g15500
"U5 snRNP"	0.23542600896861	1	0.133554954557592	-0.543339146616237	-1.23796004841151	10	Afu8g04960 Afu5g12910 Afu2g10430 Afu7g05980 Afu7g02280 Afu2g15500 Afu8g03990
"UV-damage excision repair"	0.850815850815851	1	0.0602484086158019	-0.302766100580688	-0.658189399945104	8	Afu3g08300
"acetate catabolic process"	0.722033898305085	1	0.0530212512043078	0.400205384683375	0.788316471090342	7	Afu1g13510 Afu6g03540 Afu2g16930 Afu6g14100 Afu4g11080 Afu2g12530
"actin cortical patch"	0.393794749403341	1	0.102821842840815	-0.349510105547421	-1.02706126594343	35	Afu6g02370 Afu1g12760 Afu7g04210 Afu1g11690 Afu6g06500 Afu2g01200 Afu2g14270 Afu5g11200 Afu1g03060 Afu6g12370 Afu3g10700 Afu1g02670 Afu1g13330 Afu5g01860 Afu6g10060 Afu5g05550 Afu5g10570 Afu5g11560 Afu1g16720
"actin cortical patch assembly"	0.665919282511211	1	0.0702812841717392	-0.364850152018094	-0.831285422131168	10	Afu6g02370 Afu1g11690 Afu5g11200 Afu6g12370 Afu3g10700
"actin cortical patch localization"	0.86271186440678	1	0.0448645113168564	0.28150943149115	0.680039727188459	17	Afu6g07880 Afu3g10000 Afu6g12340 Afu3g14230 Afu8g05660 Afu5g08550 Afu5g08950
"actin cortical patch organization"	0.805825242718447	1	0.0647943366000727	-0.340244905770991	-0.70278818027512	7	Afu7g04210 Afu1g03060 Afu6g10060 Afu5g11560 Afu4g03050
"actin cytoskeleton organization"	0.885764499121265	1	0.0453152441270267	0.283204039479068	0.654983034485295	14	Afu2g01590 Afu6g06640 Afu3g06140 Afu8g05660 Afu3g06690
"actin filament binding"	0.873563218390805	1	0.0583452776743612	-0.285275898903096	-0.642213476100864	9	Afu7g04210 Afu1g06390 Afu6g10060 Afu5g05550 Afu5g10570
"actin filament bundle assembly"	0.95873786407767	1	0.0565299525056311	-0.252243066884176	-0.521017193661859	7	Afu7g04210 Afu1g09640 Afu6g04940 Afu3g12080 Afu2g07420 Afu2g03640 Afu5g08300
"actin filament organization"	0.446397188049209	1	0.0782955249944794	0.444800463723371	1.0287168149363	14	Afu1g15950 Afu4g07000 Afu2g16920 Afu6g12570 Afu6g12340 Afu3g06140
"actomyosin contractile ring"	0.986754966887417	1	0.0376142599562161	0.177721372154879	0.466741571938191	24	Afu5g11600 Afu5g08700 Afu3g10250 Afu3g14230 Afu5g08300
"adhesion of symbiont to host"	0.883071553228621	1	0.0451344222209097	0.3143560727506	0.639489567665485	8	Afu4g09580 Afu1g11460 Afu2g03120
"aerobic respiration"	0.94199535962877	1	0.0552495663125249	-0.224661414175062	-0.5858700197451	18	Afu5g10820 Afu3g07700 Afu2g12260 Afu2g03730 Afu8g04610 Afu5g10610 Afu1g13480
"alpha-L-arabinofuranosidase activity"	0.119170984455959	1	0.16823816568964	0.726728759954075	1.37271826452294	6	Afu6g14620 Afu2g12770 Afu3g02090 Afu1g16920
"anaphase-promoting complex"	0.919540229885057	1	0.0559428593065705	-0.260962675912707	-0.587479516758657	9	Afu5g02440 Afu5g02590 Afu7g01380 Afu3g06200 Afu2g08620 Afu3g05950 Afu2g05210 Afu3g08280 Afu4g10570
"anisotropic cell growth"	0.223776223776224	1	0.140406238523342	-0.574493887405089	-1.24890397669376	8	Afu5g12660 Afu5g03490
"apoptotic process"	0.409302325581395	1	0.0988903007520636	-0.434838339241719	-1.04208576242508	13	Afu2g17960 Afu3g14140 Afu3g11220 Afu4g12850
"arginine biosynthetic process"	0.326241134751773	1	0.114266502484433	-0.580490830045426	-1.15793733003901	6	Afu8g02760 Afu6g02910 Afu4g07190 Afu5g06780
"ascospore formation"	1	1	0.0335297167141207	0.155122936115131	0.501271949964286	76	Afu4g09710 Afu2g02310 Afu5g08390 Afu1g14660 Afu1g15950 Afu5g11790
"ascospore wall assembly"	0.829525483304042	1	0.0483117581055019	0.308093390569924	0.712546135399552	14	Afu4g09940 Afu2g02480 Afu3g13830 Afu4g11150 Afu3g03190 Afu4g10570 Afu5g01520
"ascospore-type prospore membrane formation"	0.943562610229277	1	0.0425877779273254	0.254538037935958	0.52675484451193	9	Afu3g13830 Afu2g13760 Afu4g11560 Afu6g02920 Afu7g01510 Afu4g12830 Afu5g07150 Afu5g08040 Afu5g08670
"asexual sporulation"	0.308377896613191	1	0.0999276973731092	0.522053058335937	1.16552713989699	12	Afu3g02270 Afu5g07320 Afu6g13350 Afu6g09930 Afu2g09680
"asexual sporulation resulting in formation of a cellular spore"	0.244186046511628	1	0.110122263835536	0.395033129881224	1.17515574435537	51	Afu3g02700 Afu1g16590 Afu2g01590 Afu1g14560 Afu7g05920 Afu3g10000 Afu8g00950 Afu4g13530 Afu5g08700 Afu3g08200 Afu4g06880 Afu5g14060 Afu3g11250 Afu3g12700 Afu1g12530 Afu1g12490 Afu1g07470 Afu5g08550 Afu4g09050
"asperfuranone biosynthetic process"	0.0343418014377496	1	0.321775918075361	0.76015562051247	1.60068332393382	10	Afu8g00940 Afu3g02720 Afu8g00370 Afu3g02570
"asperthecin biosynthetic process"	0.106951871657754	1	0.181383128498408	0.62066291464199	1.38568189610586	12	Afu7g00160 Afu5g10310 Afu4g14540 Afu6g09930 Afu7g00150 Afu4g14560 Afu7g00120
"assembly of large subunit precursor of preribosome"	0.892918825561313	1	0.0441523058441465	0.320251805856937	0.604923772624678	6	Afu2g11510 Afu8g04790 Afu5g01760
"attachment of mitotic spindle microtubules to kinetochore"	0.997668997668998	1	0.052805004567129	-0.176200672988682	-0.38304623602812	8	Afu3g11860 Afu1g09550 Afu3g06980 Afu5g11350 Afu6g08120 Afu3g10180 Afu1g07590 Afu7g03890
"austinol biosynthetic process"	0.505747126436782	1	0.0860347242455604	-0.43354829310016	-0.976004483519403	9	Afu8g02380
autolysis	0.662068965517241	1	0.0718276293603809	-0.379329026916273	-0.853946000691102	9	Afu7g08490 Afu3g07110 Afu5g03530
"autophagosome assembly"	0.934369602763385	1	0.042077210988939	0.289733917830564	0.547278520920155	6	Afu4g09050 Afu6g13200 Afu5g08170
autophagy	0.95260663507109	1	0.0557104226766671	-0.230408163265306	-0.570216603534445	15	Afu6g07040 Afu2g05010 Afu5g11660 Afu2g13240 Afu6g12350 Afu5g08530 Afu2g10900 Afu6g09165 Afu5g08170 Afu5g09210 Afu6g13200 Afu2g04770 Afu4g09050 Afu2g06250 Afu3g11400
"autophagy of mitochondrion"	0.742805755395684	1	0.0544555953940371	0.369113374597688	0.777253508908003	10	Afu3g11590 Afu2g06250 Afu4g09050 Afu6g13200 Afu3g12250 Afu5g08170
"autophagy of peroxisome"	0.745920745920746	1	0.0665892104103933	-0.355831695976786	-0.773549779870396	8	Afu3g11090 Afu5g08670 Afu2g05890 Afu5g11660 Afu6g11190
"cAMP-mediated signaling"	0.989417989417989	1	0.0404114482034376	0.202996088394717	0.420091133906645	9	Afu3g10000 Afu6g08520 Afu2g12200
"calcium ion binding"	0.367713004484305	1	0.103197466945307	-0.478715337502702	-1.09071924244906	10	Afu2g05860 Afu4g12850 Afu4g10050 Afu6g14240 Afu6g04570 Afu7g03680
"calmodulin binding"	0.745762711864407	1	0.051530912208539	0.389671201396066	0.767566449944474	7	Afu2g09040 Afu3g14230 Afu1g07250 Afu2g03640 Afu1g12940
"carbohydrate catabolic process"	0.179755671902269	1	0.135002033828631	0.647710232042663	1.31762664114363	8	Afu7g06410 Afu4g10130 Afu2g00710 Afu6g02980
"carbohydrate metabolic process"	0.420689655172414	1	0.0965629554309422	-0.440476971517069	-1.02350488040224	11	Afu6g05000 Afu5g00530
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"	0.380453752181501	1	0.0865399737444125	0.541599670266614	1.10176761007365	8	Afu6g08520 Afu2g11780 Afu1g16780 Afu2g12200 Afu4g12290 Afu1g12930
"carbon utilization"	0.884413309982487	1	0.0452247443372884	0.277682449552839	0.675540832325739	18	Afu1g13510 Afu5g09100 Afu6g03540 Afu2g13600 Afu4g12790 Afu4g11310 Afu5g03240 Afu2g16930
"carboxylic ester hydrolase activity"	0.913644214162349	1	0.0431036828790402	0.302455467183822	0.571308260917443	6	Afu3g14960 Afu8g01050 Afu6g02480 Afu4g11800
"cell adhesion"	0.376271186440678	1	0.0855356947987884	0.559222781514803	1.10154572264402	7	Afu1g17370 Afu3g07870 Afu2g01700
"cell adhesion involved in single-species biofilm formation"	1	1	0.0389556479965885	0.213215869654827	0.402743547097022	6	Afu6g08520 Afu2g12200 Afu3g13790
"cell cortex"	0.827645051194539	1	0.0470699590082662	0.298096570122359	0.710125429702296	16	Afu2g02310 Afu5g14060 Afu6g07890 Afu5g08950 Afu3g14330 Afu4g08050 Afu5g11810
"cell cortex of cell tip"	0.727722772277228	1	0.0707899094502623	-0.286427744506195	-0.795269380990531	27	Afu3g11860 Afu4g11890 Afu5g11230 Afu5g07930 Afu4g04310 Afu2g05740 Afu6g11010 Afu4g10490 Afu5g05550 Afu5g11560 Afu2g10340 Afu4g03050 Afu8g04660 Afu5g05980 Afu3g06280
"cell cortex of growing cell tip"	0.952542372881356	1	0.0403295396423143	0.274673735725938	0.541046768323674	7	Afu4g11450 Afu6g12400 Afu5g05980 Afu5g05550 Afu4g10490 Afu6g11010 Afu5g08040
"cell division site"	0.6325	1	0.0785029047348687	-0.271437468579233	-0.886532161502903	57	Afu2g12480 Afu4g11890 Afu4g10050 Afu7g04210 Afu3g09910 Afu5g11230 Afu5g07930 Afu8g02840 Afu3g10340 Afu5g09360 Afu5g06420 Afu4g04310 Afu1g03060 Afu2g05740 Afu5g06320 Afu1g09540 Afu7g05380 Afu5g08040 Afu6g11010 Afu4g10490 Afu5g05550 Afu5g11560 Afu5g07430 Afu4g03140 Afu6g04540 Afu2g10340 Afu7g04290
"cell growth mode switching. budding to filamentous"	0.326436781609195	1	0.112378519110475	-0.492933736608122	-1.10969307148524	9	Afu5g10820 Afu1g12760 Afu2g05740 Afu5g05550
"cell morphogenesis"	0.971781305114638	1	0.0412376090540066	0.231006853757407	0.504752011235372	11	Afu2g08470 Afu2g07690 Afu5g08420 Afu2g12200
"cell morphogenesis involved in conjugation with cellular fusion"	0.942372881355932	1	0.0408229003677776	0.283861429642222	0.559144501944308	7	Afu4g11450 Afu3g05630 Afu3g09900
"cell redox homeostasis"	0.511423550087874	1	0.0713052987340038	0.415348345844156	0.960601128535669	14	Afu5g07970 Afu5g11320 Afu7g04760 Afu3g14970 Afu5g09240 Afu2g04320 Afu3g12270 Afu3g07360 Afu6g02060 Afu8g07130
"cell septum"	0.965853658536585	1	0.037770500132479	0.215148443355801	0.635032605893955	48	Afu4g10130 Afu3g07530 Afu2g00710 Afu2g01590 Afu3g07050 Afu5g04170 Afu6g06520 Afu8g05660 Afu5g08950 Afu2g03120 Afu3g09900 Afu2g01870
"cell septum assembly"	0.879432624113475	1	0.0593487680335629	-0.310735039249669	-0.619840457548951	6	Afu6g11410 Afu4g04180 Afu6g04940 Afu5g03820 Afu1g14810 Afu2g01870
