pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"G1/S transition of mitotic cell cycle"	0.924170616113744	1	0.0384786917635432	0.27518352365416	0.575360783916524	12	Afu6g13030 Afu6g10830 Afu5g12180 Afu2g14110 Afu5g05790 Afu6g11470 Afu5g06060 Afu7g05620 Afu6g07980 Afu4g12160 Afu3g05540 Afu5g09360
"G2/M transition of mitotic cell cycle"	1	1	0.0353910624222457	0.160553014129284	0.327090752221401	11	Afu6g13030 Afu2g07690 Afu5g09200 Afu6g02670
"GPI anchor biosynthetic process"	0.106382978723404	0.660674426020408	0.241339976815091	-0.542392331668717	-1.44117415196381	15	Afu1g16950 Afu4g03970 Afu4g09130 Afu6g05260 Afu5g01810 Afu2g05040 Afu7g01300
"GTP binding"	0.512027491408935	1	0.109250039480711	-0.33038960158201	-0.933581237718109	19	Afu1g06390 Afu4g07580 Afu6g06900 Afu2g04820 Afu5g08540 Afu1g05560 Afu2g05740 Afu5g11230 Afu5g03080 Afu5g05480 Afu6g13300 Afu3g06690
"GTPase activator activity"	0.0251004960197134	0.486712176209872	0.352487857583619	-0.585124762359633	-1.62690558992642	17	Afu3g07680 Afu1g09760 Afu6g04000 Afu6g12340 Afu7g04300 Afu1g12680 Afu2g15050 Afu5g07130 Afu3g06280 Afu2g09830
"GTPase activity"	0.402777777777778	0.939608095085127	0.148261500475107	-0.312967883188398	-1.00398517929396	36	Afu5g13520 Afu3g14350 Afu6g07870 Afu2g13530 Afu6g06900 Afu1g06520 Afu3g12400 Afu1g13140 Afu4g11820 Afu5g09650 Afu2g05740 Afu5g11230 Afu5g03880 Afu3g10340 Afu5g03080 Afu5g05480 Afu6g13300 Afu5g14060 Afu8g02840 Afu1g12180 Afu3g06690
"Golgi apparatus"	0.320987654320988	0.865136260608297	0.195789002148949	-0.308281141322743	-1.07812210160573	55	Afu3g12700 Afu6g06620 Afu5g02510 Afu5g10760 Afu6g04450 Afu5g05740 Afu6g06900 Afu1g12310 Afu6g04150 Afu2g05890 Afu6g12400 Afu1g12080 Afu3g07590 Afu6g03950 Afu2g10930 Afu3g06280 Afu1g10980
"Golgi membrane"	0.508474576271186	1	0.09754492162472	-0.374947516787017	-0.965525046124291	13	Afu1g14240 Afu5g10760 Afu2g05860 Afu6g03950
"Golgi to plasma membrane protein transport"	0.831797235023042	1	0.0607719451853533	-0.326363845691468	-0.691410410874245	7	Afu3g12800 Afu5g07130 Afu3g06280
"Golgi to plasma membrane transport"	0.83547557840617	1	0.0658311958368866	-0.299228388779575	-0.710420625861097	10	Afu1g12790 Afu3g11040 Afu6g11370 Afu6g02920 Afu5g01820 Afu2g11960
"Golgi to vacuole transport"	0.989159891598916	1	0.0602484086158019	-0.181280587275693	-0.454301439710458	12	Afu5g02510 Afu3g12800 Afu6g13020 Afu2g01570 Afu8g02780 Afu1g06680 Afu4g07110 Afu3g13770 Afu2g15820 Afu5g11360 Afu2g02610 Afu4g10710
"IgE binding"	0.914529914529914	1	0.0425877779273254	0.292372641365434	0.560815122780296	8	Afu6g02280 Afu6g06770 Afu1g16190 Afu6g10300
"Ino80 complex"	0.574938574938575	1	0.0826646449123753	-0.39920266453515	-0.921656049751553	9	Afu4g10730 Afu2g06110 Afu1g10280 Afu5g06260 Afu4g03030 Afu4g03020
"NuA4 histone acetyltransferase complex"	0.758064516129032	1	0.0652353056017703	-0.363139240554214	-0.769320054383446	7	Afu2g06110 Afu5g02570 Afu4g07380 Afu4g10660
P-body	0.18936877076412	0.760407702237522	0.186432558434075	-0.455330192947822	-1.2660192899404	17	Afu5g13360 Afu2g15210 Afu2g05580 Afu1g12000 Afu5g12250 Afu1g12390 Afu3g10220 Afu4g12750 Afu3g05430 Afu1g11420 Afu2g12200 Afu6g06325 Afu5g10770
"Prp19 complex"	0.363112391930836	0.921965057636888	0.120433371642259	-0.397037850211243	-1.04731754928202	14	Afu2g08870 Afu1g10710 Afu4g03640 Afu5g11910 Afu8g03990 Afu5g06760 Afu5g13510 Afu5g12910 Afu2g03030 Afu2g05540
"RNA binding"	0.110899047259408	0.660674426020408	0.287805130535564	-0.419602662036816	-1.36530875864195	38	Afu5g12570 Afu2g15210 Afu2g09200 Afu4g13330 Afu1g05110 Afu2g02590 Afu6g02440 Afu3g12280 Afu6g02270 Afu2g05670 Afu7g04280 Afu2g08870 Afu1g14310 Afu5g13370 Afu1g11130 Afu1g05990 Afu1g14290 Afu5g04240 Afu3g05600 Afu7g04590
"RNA catabolic process"	0.232142857142857	0.785900297619048	0.134273452883202	-0.615004481555514	-1.24525927448412	6	Afu3g11220 Afu4g12250 Afu1g07600 Afu2g08750
"RNA helicase activity"	0.0260261975953883	0.486712176209872	0.352487857583619	-0.714514800494023	-1.51371844126488	7	Afu5g11620 Afu3g10890 Afu4g13330 Afu6g04330 Afu2g13980
"RNA polymerase I activity"	0.125	0.680602819640253	0.188204146308491	-0.687383933688681	-1.39181297734973	6	Afu1g14110 Afu2g13720 Afu2g05480 Afu5g11120 Afu6g04610
"RNA polymerase I complex"	0.125	0.680602819640253	0.188204146308491	-0.687383933688681	-1.39181297734973	6	Afu1g14110 Afu2g13720 Afu2g05480 Afu5g11120 Afu6g04610
"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	0.441247002398082	0.978875602589601	0.096240602328129	-0.468975492117605	-1.04420311542651	8	Afu6g12522 Afu3g13920 Afu3g06740 Afu3g03315 Afu7g05620 Afu3g00690
"RNA polymerase II complex binding"	0.672811059907834	1	0.0711327399327894	-0.3973676218831	-0.841833782575442	7	Afu2g11000 Afu2g11190 Afu6g07980 Afu2g08550
"RNA polymerase II preinitiation complex assembly"	0.543589743589744	1	0.0668966276500666	0.507093152259703	0.972681667879183	8	Afu1g14600 Afu3g10620 Afu6g04810 Afu1g14740 Afu3g08050
"RNA polymerase II. core complex"	0.401028277634962	0.939608095085127	0.106323255932708	-0.43578491941677	-1.03462975707478	10	Afu1g14110 Afu5g11120 Afu2g13090 Afu2g08540 Afu1g14680
"RNA polymerase III activity"	0.105990783410138	0.660674426020408	0.208955027549354	-0.653003738605703	-1.38340563506723	7	Afu1g14110 Afu2g13720 Afu1g06380 Afu5g11120 Afu6g04610 Afu7g01850
"RNA polymerase III complex"	0.105990783410138	0.660674426020408	0.208955027549354	-0.653003738605703	-1.38340563506723	7	Afu1g14110 Afu2g13720 Afu1g06380 Afu5g11120 Afu6g04610 Afu7g01850
"RNA-dependent RNA polymerase activity"	0.164619164619165	0.732893541112719	0.170932335370056	-0.567191739346757	-1.30949952086809	9	Afu1g14110 Afu5g09430 Afu5g11120 Afu2g13090 Afu3g06790 Afu2g08540
"RSC-type complex"	0.679723502304148	1	0.0706196247122591	-0.395009940885002	-0.836838973226534	7	Afu3g02330 Afu3g05560 Afu6g07810 Afu4g06120
"Rpd3S complex"	0.479910714285714	1	0.0873098257637931	-0.493559514373559	-0.999357860334672	6	Afu5g08840 Afu4g10660 Afu2g03390
"SAGA complex"	0.279742765273312	0.828318584070796	0.148261500475107	-0.427171937355435	-1.16891149029272	16	Afu1g13290 Afu5g09080 Afu2g10640 Afu5g03680 Afu1g14030 Afu5g02570 Afu1g16580 Afu5g11460 Afu6g12710 Afu4g12650
"SCF ubiquitin ligase complex"	0.92	1	0.0392758570896778	0.286770037492608	0.584229625253159	11	Afu6g13030 Afu2g08150 Afu3g14150 Afu1g12960 Afu2g14110 Afu5g09200
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	0.460431654676259	1	0.0937465422491719	-0.461777982919273	-1.02817741332794	8	Afu2g09240
"SLIK (SAGA-like) complex"	0.246786632390746	0.798066224149177	0.140406238523342	-0.500595454418532	-1.18850132329259	10	Afu6g08350 Afu2g10640 Afu1g14030 Afu5g02570 Afu5g11460 Afu6g12710 Afu4g12650
"SNAP receptor activity"	0.933212996389892	1	0.0441523058441465	0.295227205364189	0.535913561604588	6	Afu4g10710 Afu1g10497 Afu4g07110
"SWI/SNF complex"	0.819196428571429	1	0.059989249649033	-0.339163322185226	-0.686736902221868	6	Afu3g02330
"Swr1 complex"	0.868894601542417	1	0.0639271933359996	-0.288782185072795	-0.685619507873894	10	Afu4g10730 Afu2g06110 Afu4g04420 Afu4g07380
"TOR signaling"	0.0306748792074561	0.491387289368825	0.352487857583619	-0.688830894944879	-1.53372485043014	8	Afu4g04020 Afu4g00230
"TRAPPII protein complex"	0.311059907834101	0.855826201448321	0.115734447701689	-0.53845891713494	-1.14073941109005	7	Afu5g05970 Afu2g08720 Afu6g05220
"U1 snRNP"	0.488063660477454	1	0.096240602328129	-0.405217682037466	-0.990731167750086	11	Afu8g04960 Afu4g09010 Afu5g13480 Afu2g15500 Afu7g05980 Afu6g09010 Afu4g10240 Afu5g11930 Afu5g12910
"U2 snRNP"	0.196013289036545	0.762925975291941	0.183023938384487	-0.450741085992166	-1.25325954323472	17	Afu5g08520 Afu6g13410 Afu8g04960 Afu2g15500 Afu2g13780 Afu3g06440 Afu5g02420 Afu7g05980 Afu5g11000 Afu5g04420 Afu4g10240
"U2-type prespliceosome"	0.41705069124424	0.944539893061867	0.0972150808846466	-0.496303891127999	-1.05143287718119	7	Afu8g04960 Afu7g05980 Afu6g09010 Afu4g10240 Afu5g12910 Afu7g05310
"U2-type spliceosomal complex"	0.661016949152542	1	0.0826646449123753	-0.332820223118399	-0.857043311104325	13	Afu5g11620 Afu4g04350
"U4/U6 x U5 tri-snRNP complex"	0.312925170068027	0.855826201448321	0.143758989039275	-0.405907430352344	-1.13596091553264	18	Afu3g12290 Afu5g12570 Afu5g09060 Afu2g15210 Afu8g04960 Afu7g04280
"U5 snRNP"	0.177377892030848	0.753353445484141	0.16823816568964	-0.538212957608668	-1.27781186721746	10	Afu3g12290 Afu8g04960 Afu2g15500 Afu7g05980 Afu8g03990 Afu4g10240 Afu7g02280 Afu5g12910 Afu8g04740
"UV-damage excision repair"	0.220623501199041	0.782130056323605	0.143758989039275	-0.548598067658136	-1.22148773442075	8	Afu5g01870 Afu6g05040 Afu3g08300 Afu2g12250
"acetate catabolic process"	0.852112676056338	1	0.0471642455670861	0.335416494289713	0.63130225116264	7	Afu4g13510 Afu6g14100 Afu6g03540 Afu2g16930 Afu1g13510
"actin cortical patch"	0.971830985915493	1	0.0257629629837414	0.215533980582524	0.535838029153236	35	Afu1g05930 Afu7g04210 Afu1g16720 Afu1g11690 Afu5g11200 Afu2g01200 Afu3g08620 Afu6g10890 Afu5g01860 Afu1g13590 Afu5g10570 Afu1g12760 Afu6g12570 Afu5g05550 Afu1g02670 Afu8g02850 Afu7g03870 Afu4g10020 Afu3g06140 Afu1g13330 Afu2g07420 Afu8g04520 Afu3g14230 Afu6g06500 Afu5g11560 Afu3g10700 Afu6g10060 Afu6g02370 Afu8g05660 Afu4g07700 Afu6g12370 Afu1g03060 Afu6g12400 Afu2g14270 Afu2g16920
"actin cortical patch assembly"	0.825448613376835	1	0.0451344222209097	0.346585117227319	0.692337425060778	10	Afu1g11690 Afu5g11200 Afu1g13590 Afu6g12570 Afu7g03870 Afu8g04520 Afu3g10700 Afu6g02370 Afu8g05660 Afu6g12370
"actin cortical patch localization"	0.588039867109635	1	0.0985499803531691	-0.321130015480424	-0.892883451336741	17	Afu5g07430 Afu6g12340 Afu2g12480 Afu2g15050 Afu6g07880 Afu6g12370 Afu5g08550 Afu8g05660 Afu5g11560 Afu6g04940 Afu3g14230 Afu2g07420
"actin cortical patch organization"	0.97926267281106	1	0.0531298054705469	-0.224370410619093	-0.475334629868365	7	Afu2g16920 Afu1g03060 Afu6g10060 Afu5g11560 Afu2g07420
"actin cytoskeleton organization"	0.406340057636888	0.939608095085127	0.112843355675562	-0.386059465129078	-1.01835845796816	14	Afu2g01590 Afu2g15050 Afu6g06900 Afu2g14270 Afu3g10720 Afu8g05660 Afu6g10060 Afu8g04520 Afu3g06690 Afu2g07420
"actin filament binding"	0.904176904176904	1	0.0598603117764473	-0.274457022320318	-0.633650517620843	9	Afu1g06390 Afu2g16920 Afu2g03640 Afu8g05660 Afu6g10060 Afu2g07420
"actin filament bundle assembly"	0.758064516129032	1	0.0652353056017703	-0.362934261944911	-0.768885801795882	7	Afu5g08300 Afu1g09640
"actin filament organization"	0.207492795389049	0.769437718590261	0.16440575583821	-0.475177163662355	-1.2534356164201	14	Afu1g15950 Afu4g07000 Afu6g12340 Afu2g16920
"actomyosin contractile ring"	0.374074074074074	0.932480898175581	0.136490437780413	-0.349437117396237	-1.05542902924105	24	Afu5g08300 Afu3g12250 Afu5g07430 Afu1g09640 Afu5g02560 Afu2g14270 Afu6g12400 Afu5g09360 Afu2g04680 Afu3g06280 Afu3g10250
"adhesion of symbiont to host"	0.11031175059952	0.660674426020408	0.208955027549354	-0.609641335744492	-1.35740436926188	8	Afu2g08360 Afu1g14570 Afu4g09580 Afu1g14890 Afu2g13260
"aerobic respiration"	0.990112994350282	1	0.0298484971250709	0.197011980154784	0.447892176462518	18	Afu4g04600 Afu8g04610 Afu3g06190 Afu4g06790 Afu6g08850 Afu7g05740 Afu3g09030
"alpha-L-arabinofuranosidase activity"	0.669675090252708	1	0.059476028695732	0.453573271678163	0.823352533428734	6	Afu2g00920 Afu2g12770 Afu2g15160
"anaphase-promoting complex"	0.230958230958231	0.785900297619048	0.142056643575821	-0.528173600257351	-1.21941669543487	9	Afu5g02590 Afu5g02440 Afu4g10570 Afu7g01380 Afu2g08620 Afu2g05210
"anisotropic cell growth"	0.58273381294964	1	0.0806388495950661	-0.410518523318599	-0.914045036882388	8	Afu5g12660 Afu5g05710 Afu2g07410 Afu2g09790 Afu2g07420 Afu5g03490
"apoptotic process"	0.651234567901235	1	0.053457214108991	0.40247378959401	0.856080800234332	13	Afu2g17960 Afu4g06910 Afu5g07320 Afu6g09930
"arginine biosynthetic process"	0.0803571428571429	0.660674426020408	0.237793834423688	-0.720205019580372	-1.45826901601452	6	Afu4g07190 Afu6g02910 Afu2g12470 Afu3g07790 Afu8g02760
"ascospore formation"	0.184174328106511	0.753353445484141	0.249246554383295	-0.312008294527165	-1.12945567363914	76	Afu1g15950 Afu4g09710 Afu1g12600 Afu2g02310 Afu5g06510 Afu5g09090 Afu3g09550 Afu1g06610 Afu5g05900 Afu6g03740 Afu1g10940 Afu6g07290 Afu6g11410 Afu4g13530 Afu4g09050 Afu2g01520 Afu4g10570 Afu5g06420 Afu4g06750 Afu1g14810 Afu5g02220 Afu1g14660 Afu2g13760 Afu4g03850 Afu2g13680 Afu5g07470 Afu5g08390 Afu1g11080 Afu3g11080 Afu1g12940 Afu5g04370 Afu1g13140 Afu3g09910
"ascospore wall assembly"	0.974063400576369	1	0.0639271933359996	-0.190397790644216	-0.502236618952368	14	Afu5g02510 Afu5g09130 Afu4g10570 Afu3g03190 Afu4g11150
"ascospore-type prospore membrane formation"	0.957983193277311	1	0.0396787203613389	0.255427581286311	0.501543184531989	9	Afu4g11560 Afu3g13830 Afu5g08040 Afu4g12830 Afu7g01510 Afu5g07150 Afu5g08670 Afu6g02920
"asexual sporulation"	0.552845528455285	1	0.0902635484340068	-0.368701146985146	-0.923990066534323	12	Afu4g07190 Afu6g13350 Afu3g08540 Afu3g13390 Afu1g16460
"asexual sporulation resulting in formation of a cellular spore"	0.928571428571429	1	0.106323255932708	-0.195339612398865	-0.677635618634273	51	Afu1g04830 Afu3g12700 Afu3g14290 Afu4g10770 Afu5g10760 Afu3g12120 Afu5g05680 Afu4g13530 Afu4g04180 Afu4g09050 Afu2g01590 Afu6g06900
"asperfuranone biosynthetic process"	0.414355628058728	0.941717336497108	0.0782955249944794	0.547005954197685	1.09269750776329	10	Afu3g02720 Afu3g02570 Afu8g00940 Afu3g00840 Afu8g00370
"asperthecin biosynthetic process"	0.894308943089431	1	0.0650877566917313	-0.248913759927271	-0.623794754849986	12	Afu7g00160 Afu4g14560
"assembly of large subunit precursor of preribosome"	0.0132090924076222	0.433424669409645	0.380730400722792	-0.811332478137024	-1.64278362742161	6	Afu2g17060 Afu5g06010 Afu8g04790 Afu5g01760 Afu2g11510
"attachment of mitotic spindle microtubules to kinetochore"	0.772182254196643	1	0.0662842187012672	-0.340563153553373	-0.758285053093418	8	Afu3g11860 Afu1g09550 Afu6g08120 Afu3g10180
"austinol biosynthetic process"	0.242016806722689	0.795121478574716	0.11146266692298	0.632711949558686	1.24235747946658	9	Afu3g14710 Afu8g02380 Afu6g13970 Afu3g02570 Afu7g00270 Afu6g07240 Afu8g02350
autolysis	0.769041769041769	1	0.0676760401641789	-0.326674141270003	-0.754206385244157	9	Afu7g08490 Afu7g05140 Afu5g03760 Afu3g11280 Afu3g07110 Afu8g00700 Afu3g07140 Afu5g03530 Afu8g01410
"autophagosome assembly"	1	1	0.0409883873374721	0.19390666394946	0.351990633003582	6	Afu5g08170 Afu6g12350
autophagy	0.708206686930091	1	0.0828962134571565	-0.305791889300725	-0.812510319577223	15	Afu6g07040 Afu4g09050 Afu5g08530 Afu2g06250 Afu2g04770 Afu2g05010 Afu5g11660 Afu6g09165
"autophagy of mitochondrion"	0.768637532133676	1	0.0699458736501659	-0.321596481986844	-0.763526398479928	10	Afu3g12250 Afu4g09050 Afu7g03760 Afu2g06250
"autophagy of peroxisome"	0.537170263788969	1	0.0850427463764322	-0.430492899741444	-0.958519228903081	8	Afu3g11090 Afu2g05890 Afu5g11660 Afu5g08670
"cAMP-mediated signaling"	1	1	0.0376923295943841	0.181429008256039	0.356243762357119	9	Afu4g07080 Afu2g16240 Afu6g08520 Afu3g10000 Afu1g12930
"calcium ion binding"	0.077120822622108	0.660674426020408	0.261663521711573	-0.618834147558001	-1.46922069862905	10	Afu6g04570 Afu6g07870 Afu7g03680 Afu4g13530 Afu2g05860 Afu3g08540 Afu4g12850
"calmodulin binding"	0.271889400921659	0.821991212088737	0.125033367555272	-0.558280148395919	-1.18273121205425	7	Afu3g09550 Afu2g09040 Afu1g12940 Afu1g07250 Afu2g03640
"carbohydrate catabolic process"	0.784615384615385	1	0.0495901956956338	0.366589938067552	0.703175167714859	8	Afu7g06410 Afu6g02980 Afu1g06140
"carbohydrate metabolic process"	0.851458885941645	1	0.066436413766281	-0.279524682737418	-0.683419869416779	11	Afu8g02100 Afu3g12690
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"	0.866666666666667	1	0.0450442767152795	0.318385650224215	0.610712023834004	8	Afu4g04100 Afu1g16780 Afu6g08520 Afu1g12930 Afu2g11780 Afu2g12200 Afu4g12290 Afu6g05150
"carbon utilization"	0.817796610169492	1	0.0389556479965885	0.317410028266124	0.721608240673742	18	Afu4g11310 Afu4g13510 Afu5g09100 Afu2g12330 Afu6g06770 Afu2g05830 Afu6g14100 Afu6g03540 Afu2g16930
"carboxylic ester hydrolase activity"	0.950892857142857	1	0.0530212512043078	-0.254432443448135	-0.515174066914255	6	Afu8g01050 Afu6g02480 Afu3g14960 Afu3g02800 Afu2g13050 Afu4g11800
"cell adhesion"	0.341013824884793	0.890196731626969	0.109684061970549	-0.52770986134027	-1.11796725301673	7	Afu1g17370 Afu6g04500 Afu2g13260 Afu3g07870
"cell adhesion involved in single-species biofilm formation"	0.504464285714286	1	0.0845557442441281	-0.478255031350766	-0.968369387897667	6	Afu2g10640 Afu3g13790 Afu2g12200 Afu5g11230
"cell cortex"	0.327974276527331	0.866598698141322	0.135740943810425	-0.407948785194726	-1.1163093376808	16	Afu2g02310 Afu1g14810 Afu4g08050 Afu2g17080 Afu2g05740 Afu1g14940 Afu5g03080 Afu7g05700 Afu5g14060 Afu8g04520
"cell cortex of cell tip"	0.109848484848485	0.660674426020408	0.266350657088526	-0.433602318206156	-1.34263144632423	27	Afu4g10490 Afu5g07930 Afu5g05980 Afu6g07470 Afu7g04300 Afu3g11860 Afu4g11890 Afu4g04310 Afu3g06280 Afu3g06430 Afu3g09900 Afu8g04660 Afu6g02920 Afu2g05740 Afu2g10340 Afu5g08550 Afu5g11230 Afu8g05660 Afu5g11560
"cell cortex of growing cell tip"	0.403225806451613	0.939608095085127	0.0992333343771191	-0.503097644670033	-1.06582562316052	7	Afu4g10490 Afu5g05980 Afu6g12400
"cell division site"	0.207317073170732	0.769437718590261	0.245041785430996	-0.333968644771818	-1.18443581604197	57	Afu8g02130 Afu4g10490 Afu1g09540 Afu2g02520 Afu5g07930 Afu3g12250 Afu5g05980 Afu5g07430 Afu7g04300 Afu2g12480 Afu5g02560 Afu5g06420 Afu6g12400 Afu4g11890 Afu4g04310 Afu5g09360 Afu2g04680 Afu1g11080 Afu3g06280 Afu3g09910 Afu7g04290 Afu1g03060 Afu6g02920 Afu7g05380 Afu2g05740 Afu2g10340 Afu5g11230 Afu8g05660 Afu3g10340 Afu4g03140 Afu5g11560 Afu1g04950 Afu6g04940 Afu3g05900 Afu8g02840 Afu3g06690 Afu2g07420 Afu7g01510
